usd_cleaning_fee,f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_reviews_per_month,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights
80,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,300,79,7,2,93,4,1,0.11,0,1,3,1097,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,300,2174941,Hackney,strict,Entire home/apt,House,5.703782474656201,49,1.9459101490553132,3.7865663081964716,1.0986122886681098,2,1.6094379124341003,1,7.00033446027523,49.0046825557169,343.04916800963343,1203409,1320139673,4.532599493153256,1
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100,NA,4,1,NA,0,1,NA,0,1,4,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,100,7942095,Hackney,flexible,Entire home/apt,Apartment,4.605170185988092,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,0,0,NA,NA,NA,NA,NA,NA,1
25,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,115,100,2,1,100,1,1,0.48,0,4,1,60,0.48,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,115,15937463,Hackney,strict,Entire home/apt,Apartment,4.74493212836325,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,4.0943445622221,16.763657394197683,68.63618949488759,3600,216000,4.605170185988092,3
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,70,86,4,1.5,94,37,2,2.14,15,2,2,517,2.14,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,70,5844891,Hackney,strict,Entire home/apt,Apartment,4.248495242049359,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,3.6375861597263857,1,6.248042874508429,39.03803976169555,243.91134616783864,267289,138188413,4.543294782270004,2
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,100,2,1,98,30,1,2.54,0,2,1,352,2.54,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,50,10825607,Hackney,flexible,Private room,Apartment,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,1,3.4339872044851463,1,5.863631175598097,34.38217056344592,201.60436720055267,123904,43614208,4.584967478670572,2
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,190,100,6,1,98,10,6,1.22,20,1,5,243,1.22,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,190,12791691,Hackney,strict,Entire home/apt,Apartment,5.247024072160486,36,1.791759469228055,3.210401995568401,1.6094379124341003,1,2.3978952727983707,1,5.493061443340548,30.17372402031455,165.7461200179884,59049,14348907,4.584967478670572,1
20,Apartment,Private room,Private,moderate,Real Bed,Hackney,30,NA,2,1,NA,0,1,NA,10,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,13447054,Hackney,moderate,Private room,Apartment,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
51,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,99,100,2,1,100,12,1,1.86,0,2,1,192,1.86,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,99,14365256,Hackney,strict,Entire home/apt,Apartment,4.59511985013459,4,0.6931471805599453,0.4804530139182014,0,1,2.5649493574615367,1,5.2574953720277815,27.64125758689354,145.3237838401206,36864,7077888,4.605170185988092,2
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,64,NA,4,1,100,2,1,0.05,0,1,2,1227,0.05,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,64,1781464,Hackney,strict,Entire home/apt,Apartment,4.1588830833596715,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.0986122886681098,1,7.112327444710911,50.58520168078804,359.7785182105053,1505529,1847284083,4.605170185988092,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,100,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,50,16723521,Hackney,flexible,Private room,Apartment,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,91,2,1,90,60,1,1.55,0,1,1,1162,1.55,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,100,470503,Hackney,strict,Entire home/apt,Apartment,4.605170185988092,4,0.6931471805599453,0.4804530139182014,0,1,4.110873864173311,2,7.057897937411856,49.81392329492253,351.58158647762616,1350244,1568983528,4.499809670330265,1
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,80,50,4,1,95,4,1,0.13,0,5,2,935,0.13,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,80,3603302,Hackney,moderate,Entire home/apt,Apartment,4.382026634673881,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.6094379124341003,1,6.840546529288687,46.793076819363506,320.090219231436,874225,817400375,4.553876891600541,3
45,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,100,6,1.5,80,1,4,0.1,20,3,3,286,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,150,3704739,Hackney,strict,Entire home/apt,Apartment,5.0106352940962555,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,0.6931471805599453,1,5.655991810819852,31.990243364061232,180.93655449326445,81796,23393656,4.382026634673881,3
42,Apartment,Shared room,Shared,flexible,Real Bed,Hackney,210,40,4,1,NA,0,1,NA,0,1,2,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,210,16067974,Hackney,flexible,Shared room,Apartment,5.3471075307174685,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,74,100,2,1,87,33,1,2.74,25,9,1,359,2.74,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,74,10431838,Hackney,strict,Entire home/apt,Apartment,4.30406509320417,4,0.6931471805599453,0.4804530139182014,0,1,3.5263605246161616,1,5.883322388488279,34.61348232688742,203.64227551732014,128881,46268279,4.465908118654584,3
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,37,100,2,1,100,1,1,1,0,2,NA,15,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,37,17117384,Hackney,flexible,Private room,Apartment,3.6109179126442243,4,0.6931471805599453,0.4804530139182014,NA,1,0.6931471805599453,1,2.70805020110221,7.333535891689721,19.859583346280623,225,3375,4.605170185988092,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,90,2,1,90,3,1,1.06,0,1,1,83,1.06,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,40,16068753,Hackney,flexible,Private room,Apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,4.418840607796598,19.52615231711221,86.28295477287708,6889,571787,4.499809670330265,1
25,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120,86,4,1.5,100,2,1,0.47,0,1,2,125,0.47,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,120,14495828,Hackney,strict,Entire home/apt,Apartment,4.787491742782046,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,1.0986122886681098,1,4.8283137373023015,23.312613545822117,112.56061223571265,15625,1953125,4.605170185988092,1
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Couch,Hackney,150,100,2,1,100,1,1,0.43,0,2,1,68,0.43,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,150,12660818,Hackney,flexible,Entire home/apt,Apartment,5.0106352940962555,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,4.219507705176107,17.804245274040536,75.12515011865933,4624,314432,4.605170185988092,2
40,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,57,100,4,1,98,19,2,2.64,15,1,1,214,2.64,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,57,14102566,Hackney,moderate,Entire home/apt,Apartment,4.04305126783455,16,1.3862943611198906,1.9218120556728056,0,1,2.995732273553991,1,5.365976015021851,28.793698593789784,154.50629603804438,45796,9800344,4.584967478670572,1
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100,100,5,1,NA,0,1,NA,0,1,3,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,100,17510433,Hackney,flexible,Entire home/apt,Apartment,4.605170185988092,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,House,Private room,Private,flexible,Real Bed,Hackney,100,NA,2,2,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,3353944,Hackney,flexible,Private room,House,4.605170185988092,4,0.6931471805599453,0.4804530139182014,0,2,0,0,NA,NA,NA,NA,NA,NA,1
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,45,86,2,1,96,5,1,0.96,10,1,1,155,0.96,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45,14299667,Hackney,flexible,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,1.791759469228055,1,5.043425116919247,25.436136909971918,128.28525176914908,24025,3723875,4.564348191467836,1
NA,House,Private room,Private,flexible,Real Bed,Hackney,45,100,2,2,NA,0,1,NA,0,7,1,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,45,15543402,Hackney,flexible,Private room,House,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,2,0,0,NA,NA,NA,NA,NA,NA,3
60,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,250,100,2,2,NA,0,4,NA,15,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,250,13586302,Hackney,strict,Entire home/apt,Apartment,5.521460917862246,4,0.6931471805599453,0.4804530139182014,0,2,0,0,NA,NA,NA,NA,NA,NA,2
50,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,195,100,4,2,93,3,4,0.16,0,3,2,559,0.16,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,195,7154704,Hackney,strict,Entire home/apt,Apartment,5.272999558563747,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,1.3862943611198906,1,6.326149473155099,40.02016715670054,253.17355937394012,312481,174676879,4.532599493153256,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,60,NA,2,2.5,80,1,1,0.09,0,2,1,327,0.09,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,60,10169339,Hackney,flexible,Private room,House,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0,2,0.6931471805599453,1,5.7899601708972535,33.523638780576555,194.10053332308482,106929,34965783,4.382026634673881,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,75,100,2,1,NA,0,1,NA,0,4,1,NA,NA,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,75,15674298,Hackney,flexible,Private room,Apartment,4.31748811353631,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,3
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,43,NA,2,1,NA,0,1,NA,0,7,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,43,9930568,Hackney,flexible,Private room,Apartment,3.7612001156935624,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,20,33,1,2,NA,0,1,NA,0,14,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,15916183,Hackney,flexible,Private room,House,2.995732273553991,1,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,3
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,70,0,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,70,15018886,Hackney,flexible,Entire home/apt,Apartment,4.248495242049359,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
75,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,130,NA,5,1,92,5,1,0.57,0,2,3,260,0.57,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,130,13052770,Hackney,strict,Entire home/apt,House,4.867534450455582,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,1,1.791759469228055,1,5.560681631015528,30.921180201513508,171.94283875587718,67600,17576000,4.5217885770490405,2
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,90,NA,4,1,NA,0,1,NA,0,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,6851958,Hackney,flexible,Entire home/apt,Apartment,4.499809670330265,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,35,100,2,1,60,1,1,0.44,0,1,1,66,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,16198344,Hackney,flexible,Private room,Apartment,3.5553480614894135,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,4.189654742026425,17.553206857384513,73.54187634781178,4356,287496,4.0943445622221,1
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,80,100,2,1,NA,0,1,NA,0,2,1,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,80,16722599,Hackney,flexible,Entire home/apt,Apartment,4.382026634673881,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,2
24,Apartment,Private room,Private,moderate,Real Bed,Hackney,45,NA,2,1,80,2,1,0.09,15,30,1,652,0.09,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4926108,Hackney,moderate,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,6.480044561926653,41.99097752455519,272.1034055579782,425104,277167808,4.382026634673881,3
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,45,NA,2,1,80,1,1,0.03,10,1,1,895,0.03,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,45,3484277,Hackney,moderate,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.796823718274855,46.19681265730363,313.9915919778614,801025,716917375,4.382026634673881,1
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,225,89,4,2,NA,0,1,NA,0,3,2,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,225,16067179,Hackney,flexible,Entire home/apt,Apartment,5.41610040220442,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,0,0,NA,NA,NA,NA,NA,NA,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,30,NA,1,1,100,1,1,0.31,0,7,1,95,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15585236,Hackney,flexible,Private room,House,3.4011973816621555,1,0,0,0,1,0.6931471805599453,1,4.553876891600541,20.737794743853403,94.43736426678917,9025,857375,4.605170185988092,3
NA,Apartment,Shared room,Shared,flexible,Couch,Hackney,50,NA,1,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,799154,Hackney,flexible,Shared room,Apartment,3.912023005428146,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,1
20,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,90,100,2,1,98,12,1,0.4,20,3,1,887,0.4,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,90,3289506,Hackney,flexible,Entire home/apt,Apartment,4.499809670330265,4,0.6931471805599453,0.4804530139182014,0,1,2.5649493574615367,1,6.787844982309579,46.074839503865334,312.7488681370315,786769,697864103,4.584967478670572,3
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,45,100,2,1,92,18,1,1.45,0,1,1,370,1.45,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45,10940053,Hackney,flexible,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,2.9444389791664403,1,5.91350300563827,34.96951779769285,206.79234860237764,136900,50653000,4.5217885770490405,1
NA,House,Private room,Private,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,4,1,NA,NA,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45,9252108,Hackney,flexible,Private room,House,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,3
NA,House,Private room,Private,moderate,Real Bed,Hackney,45,NA,2,2,90,2,1,0.06,0,21,1,928,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3467993,Hackney,moderate,Private room,House,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,2,1.0986122886681098,1,6.833031732786201,46.69032266126319,319.036456358438,861184,799178752,4.499809670330265,3
NA,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,125,NA,3,2,NA,0,1,NA,0,4,2,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,125,7417029,Hackney,strict,Entire home/apt,House,4.8283137373023015,9,1.0986122886681098,1.206948960812582,0.6931471805599453,2,0,0,NA,NA,NA,NA,NA,NA,3
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,100,3,1,90,2,1,0.14,0,4,2,427,0.14,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,100,3353795,Hackney,strict,Entire home/apt,Apartment,4.605170185988092,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.0986122886681098,1,6.056784013228625,36.68463258290185,222.1908961592858,182329,77854483,4.499809670330265,3
10,Apartment,Private room,Private,strict,Real Bed,Hackney,39,100,2,1.5,100,2,1,0.24,0,1,1,248,0.24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,39,13314489,Hackney,strict,Private room,Apartment,3.6635616461296463,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,5.5134287461649825,30.39789653903837,167.5966366012832,61504,15252992,4.605170185988092,1
10,House,Private room,Private,moderate,Real Bed,Hackney,60,100,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,60,16459673,Hackney,moderate,Private room,House,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
20,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,NA,4,1,NA,0,1,NA,0,1,2,NA,NA,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,150,7284604,Hackney,strict,Entire home/apt,Apartment,5.0106352940962555,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,House,Private room,Private,moderate,Real Bed,Hackney,45,100,1,2,100,1,1,0.06,10,1,1,490,0.06,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,45,5056367,Hackney,moderate,Private room,House,3.8066624897703196,1,0,0,0,2,0.6931471805599453,1,6.194405391104672,38.370658149346625,237.68341170054714,240100,117649000,4.605170185988092,1
